"Signal_Strength","Latency","Required_Bandwidth","Allocated_Bandwidth","Resource_Allocation","Bandwidth_Deficit","Bandwidth_Efficiency","Signal_Latency_Interaction","Resource_Pressure","QoS_Score","Application_TypeBackground_Download","Application_TypeEmergency_Service","Application_TypeOnline_Gaming","Application_TypeStreaming","Application_TypeVideo_Call","Application_TypeVideo_Streaming","Application_TypeVoIP_Call","Application_TypeWeb_Browsing","Signal_Category_Num","Latency_Category_Num","Resource_Level_Num","Congestion_Risk"
-0.0726841725556073,-0.626918838583452,0.205636148440912,0.307019374778252,0.553318861772017,2.11215887189483,-0.113302273445778,0.533251101282751,-0.58521698836563,-0.112404447855391,-0.327003407281488,-0.366511491987448,-0.371962789437302,-0.355477758263043,-0.42455479177335,-0.366511491987448,-0.371962789437302,-0.382745575581534,-0.350313757688598,-1.32356605918534,0.734300560795197,0
0.485084058086945,-1.12670465907848,-0.404226534821408,-0.420884958168979,1.68470567178509,-0.368944902624426,-0.111847056296207,0.978389524650997,-1.08331184889417,-0.110463967065299,-0.327003407281488,2.71990107211738,-0.371962789437302,-0.355477758263043,-0.42455479177335,-0.366511491987448,-0.371962789437302,-0.382745575581534,0.433605140635537,-1.32356605918534,1.93315861923633,1
0.0388694735729032,-0.377025928335938,-0.398066305697546,-0.411670979270913,1.11901226677855,-0.305326857123932,-0.111847056296207,0.360141714417321,-0.211645842969225,-0.111046111302327,-0.327003407281488,-0.366511491987448,2.68003958543287,-0.355477758263043,-0.42455479177335,-0.366511491987448,-0.371962789437302,-0.382745575581534,0.433605140635537,-0.150321906998889,0.734300560795197,1
-0.518898757069649,-0.127133018088423,-0.404226534821408,-0.423956284468334,-1.70945475825412,-0.43256294812492,-0.11427241821216,0.0188689231683318,-0.442904171071762,-0.114441952684988,-0.327003407281488,-0.366511491987448,-0.371962789437302,-0.355477758263043,-0.42455479177335,-0.366511491987448,-0.371962789437302,2.60453696554264,-0.350313757688598,-0.150321906998889,-1.66341555608708,0
-0.909336518519436,3.37136772537678,-0.348784472706651,-0.337959148086383,-2.84084156826719,0.203617506880018,-0.111847056296207,-3.37407505939408,1.83410090563014,-0.115557729139291,-0.327003407281488,-0.366511491987448,-0.371962789437302,-0.355477758263043,-0.42455479177335,-0.366511491987448,-0.371962789437302,-0.382745575581534,-1.13423265601273,2.19616639737402,-1.66341555608708,1
-0.184237818684118,0.122759892159091,-0.391906076573684,-0.408599652971557,0.553318861772017,-0.368944902624426,-0.113463964240175,-0.0948886739146646,0.268659915397581,-0.113196810844679,-0.327003407281488,-0.366511491987448,-0.371962789437302,-0.355477758263043,-0.42455479177335,2.71990107211738,-0.371962789437302,-0.382745575581534,-0.350313757688598,-0.150321906998889,0.734300560795197,0
0.206199942765669,0.62254571265412,-0.398066305697546,-0.417813631869624,-0.578067948241053,-0.43256294812492,-0.11427241821216,-0.34466078924907,0.517707345661851,-0.115315169040529,-0.327003407281488,-0.366511491987448,-0.371962789437302,-0.355477758263043,-0.42455479177335,-0.366511491987448,-0.371962789437302,-0.382745575581534,0.433605140635537,1.02292224518756,-0.464557497645941,0
0.150423119701414,-0.0271758539894173,-0.336464014458928,-0.344101800685094,-0.578067948241053,-0.178090766122945,-0.113463964240175,0.121745358791216,-0.129815973025251,-0.113827467101459,-0.327003407281488,-0.366511491987448,-0.371962789437302,-0.355477758263043,2.34804793001179,-0.366511491987448,-0.371962789437302,-0.382745575581534,0.433605140635537,-0.150321906998889,-0.464557497645941,0
-0.0169073494913521,-0.427004510385441,-0.394986191135615,-0.412899509790655,-0.012374543234518,-0.394392120824624,-0.113690331352331,0.386850019819416,-0.442904171071762,-0.113277664210932,-0.327003407281488,-0.366511491987448,2.68003958543287,-0.355477758263043,-0.42455479177335,-0.366511491987448,-0.371962789437302,-0.382745575581534,0.433605140635537,-0.150321906998889,-0.464557497645941,0
-0.463121934005394,-0.227090182187429,-0.402994488996635,-0.422727753948592,-1.14376135324759,-0.43256294812492,-0.11427241821216,0.119766965798468,-0.428672889342375,-0.114150880566474,-0.327003407281488,-0.366511491987448,-0.371962789437302,-0.355477758263043,-0.42455479177335,-0.366511491987448,-0.371962789437302,2.60453696554264,-0.350313757688598,-0.150321906998889,-0.464557497645941,0
